,"Parachute 100 % Pure Coconut Oil, 600 ml (Bottle)"
,"Amazon Brand - Vedaka Premium Toor Dal, 1kg"
,"Aashirvaad Iodized Salt, with 4-Step advantage, 1kg"
,Ariel Matic Top Load Detergent Washing Powder - 4 kg with Free Detergent Powder - 2 kg - Pantry
,ScotchBrite Scrub Pad ( pack of 10)
,"Savlon Hexa Advanced Body Wash with Milk Protein, 500ml"
,"Stayfree Dry Max All Night XL Dry Cover Sanitary Pads For Women With Wings, 42 pieces"
,Listerine Cool Mint Mouthwash - 250ml
,"Amazon Brand - Vedaka Popular Raisins, 100g"
,Bournvita Pro Health Chocolate Drink Pouch - 750 g
,"Amazon Brand - Vedaka Popular Toor Dal, 1kg"
,"Amazon Brand - Vedaka Popular Moong Dal (Yellow), 1 kg"
,"Stayfree Secure Extra Large Cottony Soft Cover Sanitary Pads For Women With Wings, 20 Pads"
,Dettol Liquid Handwash Skincare - 750 ml
,"Amazon Brand - Vedaka Mustard Seeds (Rai) Small, 200g (Pack of 1)"
,"Godrej aer Pocket, Bathroom Air Fragrance - Assorted Pack of 3 (3x10g)"
,Vim Dishwash Bar Lemon 200 g (Pack of 3)
,"Tata Sampann Unpolished Toor Dal/Arhar Dal, 1kg"
,Exo Dishwash Bar - 700 g (Pack of 2)
,"Cinthol Original Bath Soap, 100g (Pack of 4)"
,"Daawat Devaaya Everyday Rice, 5 Kg"
,Colgate ZigZag Toothbrush - Medium (Pack of 6)
,"Tata Salt, 1kg"
,Sanifresh Ultrashine 1L ( 500 + 500) Toilet Cleaner -1.5X Extra Strong Extra Clean with Odonil Room Freshner Blocks 50 g Free
,Scotch-Brite Scrub Pad (Regular) - Pack of 5 (packaging may vary)
,"Amazon Brand - Vedaka Roasted Suji (Rawa), 1 kg"
,Exo Dishwash Bar - 115 gm/120gm (Pack of 3+1)
,Sunfeast Dark Fantasy Choco Fills plus Coffee Fills Combo 75g (Buy 3 Get 1 Free)
,ScotchBrite Stainless Steel and Scrub Pad combo 1 Steel Scrubbers (15g) + 2 Scrub pads.
,Pears Moisturising Bathing Bar Soap with Glycerine Pure & Gentle For Golden Glow (125g x 3)
,"Amazon Brand - Vedaka Bay Leaf (Tej Patta), 100g"
,"Amazon Brand - Vedaka Premium Whole Dried Cranberries, 100g"
,"Fortune Sunlite Refined Sunflower Oil, 1L"
,"Amazon Brand - Vedaka Popular Raisins, 200g"
,"Aashirvaad Instant Mixes, Rice Idli, 200g"
,"Scotch-Brite Stainless Steel Scrub - Pack of 3 ( 3X 15g Steel +Free 3 scrub pads 3""X3"")"
,"Santoor Classic Gentle Hand Wash, 750ml with Natural goodness of Sandalwood & Tulsi"
,"Colgate Total Whole Mouth Health, Antibacterial Toothpaste, 185g (Advanced Health, Saver Pack )"
,Scotch-Brite Scrub Sponge Ideal for dishwash liquid | Small ( 8cm X 5cm)
,RIN Detergent Bar - 250 g (Pack of 4)
,"Amazon Brand - Vedaka Cumin (Jeera) Seed, 500g"
,Colgate Sensitive Soft Bristles Toothbrush - 4 Pcs
,"Saffola Gold, Pro Healthy Lifestyle Cooking Oil, Helps Keep Heart Healthy, 2L Jar"
,"Harpic Disinfectant Toilet Cleaner Liquid, Original - 1 L | Kills 99.9% Germs"
,"Dettol Original Germ Protection Bathing Soap bar, 75gm, Buy 3 Get 1"
,"Tata Salt Lite, Low Sodium, 1kg"
,Colgate Strong Teeth Anticavity Toothpaste with Amino Shakti - 500 g Saver Pack
,"Amazon Brand - Vedaka Premium Red Masoor Whole, 1kg"
,"Stayfree Secure Extra Large Cottony Soft Cover Sanitary Pads For Women With Wings, 20 Pads"
,"Sunfeast Farmlite Digestive High Fibre Biscuits, 1kg"
,"Amazon Brand - Vedaka Black Peppercorn (Kali Mirch), 100g"
,RIN Detergent Bar - 250 g (Pack of 4)
,"Amazon Brand - Vedaka Popular Moong Dal (Yellow), 1 kg"
,"Lizol Disinfectant Surface & Floor Cleaner Liquid, Citrus - 2 L | Kills 99.9% Germs"
,"Godrej No.1 Bathing Soap - Lime & Aloe Vera, 150g (Pack of 4)"
,"Amazon Brand - Vedaka Sabudana (Sago), Medium, 500g"
,Mangaldeep Sadhvi Agarbatti - 100 Sticks
,"Sunfeast Biscuits, Nice, 150g Pouch"
,"Whisper Ultra Clean Sanitary Pads for Women, XL+ 50 Napkins - Pantry"
,"Amazon Brand - Vedaka Carom (Ajwain), 100g"
